Planet Name,Host Name,Number of Stars in System,Number of Planets in System,Discovery Method,Discovery Year,Controversial Flag,Orbital Period,Semi-Major Axis,Planet Earth Radius,Planet Jupiter Radius,Planet Earth Mass,Planet Jupiter Mass,Insolation Flux,Equilibrium Temperature,Stellar Effective Temperature,Stellar Radius,Stellar Mass,Distance
Kepler-1847 b,Kepler-1847,1,1,Transit,2021,0,11.12968583,0.0989,2.13,0.1900262,,,119.44,843.0,6122.0,0.964,1.041,1693.86
Kepler-1848 b,Kepler-1848,1,1,Transit,2021,0,5.60402307,0.0563,1.25,0.11151772,,,84.65,774.0,4847.0,0.737,0.756,309.696
Kepler-1849 b,Kepler-1849,1,1,Transit,2021,0,57.293155,0.2597,2.13,0.1900262,,,3.76,355.0,4806.0,0.729,0.709,631.884
Kepler-185 b,Kepler-185,1,2,Transit,2014,0,1.632916419,0.0253,1.13,0.10081202,,,554.07,1237.0,4979.0,0.803,0.811,466.735
Kepler-185 c,Kepler-185,1,2,Transit,2014,0,,,1.757,0.15674904,,,16.029,,5037.0,0.726,,466.735
Kepler-1850 b,Kepler-1850,1,1,Transit,2021,0,1.3858,0.021,0.57,0.05085208,,,,1021.0,4401.0,0.581,0.611,250.199
Kepler-1851 b,Kepler-1851,1,1,Transit,2021,0,12.02295385,,,,,,,,5629.0,1.12674,1.0,1589.81
Kepler-1852 b,Kepler-1852,1,1,Transit,2021,0,7.97098825,0.0762,1.88,0.16772265,,,79.1,761.0,5237.0,0.826,0.927,772.481
Kepler-1853 b,Kepler-1853,1,1,Transit,2021,0,48.8874292,0.2332,1.38,0.12311557,,,5.21,385.0,4930.0,0.732,0.707,562.348
Kepler-1854 b,Kepler-1854,1,1,Transit,2021,0,39.8313153,0.2037,1.28,0.11419415,,,6.14,401.0,5106.0,0.647,0.708,423.348
Kepler-1855 b,Kepler-1855,1,1,Transit,2021,0,0.727330426,0.0103,0.59,0.05263637,,,86.97,779.0,3339.0,0.288,0.275,
Kepler-1856 b,Kepler-1856,1,1,Transit,2021,0,1.302017467,,,,,,,,4864.0,0.962367,0.79,848.76
Kepler-1857 b,Kepler-1857,1,1,Transit,2021,0,8.94343618,0.0807,1.5,0.13382127,,,188.93,946.0,6074.0,1.005,0.873,853.275
Kepler-1858 b,Kepler-1858,1,1,Transit,2021,0,88.0712696,0.3643,2.27,0.20251618,,,2.63,325.0,5126.0,0.751,0.839,833.055
Kepler-1859 b,Kepler-1859,1,2,Transit,2021,0,2.72960336,0.0386,1.29,0.11508629,,,1005.86,1436.0,6190.0,1.068,1.025,1331.25
Kepler-1859 c,Kepler-1859,1,2,Transit,2023,0,3.5964055,0.0464,1.32,0.11776272,,,696.11,1310.0,6190.0,1.068,1.025,1331.25
Kepler-186 b,Kepler-186,1,5,Transit,2014,0,3.886789356,,1.12,0.09991971,,,,,3871.0,0.49,0.51,177.594
Kepler-186 c,Kepler-186,1,5,Transit,2014,0,,,1.401,0.12498885,,,12.643,,3761.0,0.513,0.549,177.594
Kepler-186 d,Kepler-186,1,5,Transit,2014,0,13.3430025,,,,,,,,3876.0,0.547805,0.543276,177.594
Kepler-186 e,Kepler-186,1,5,Transit,2014,0,22.407704,0.11,1.27,0.113,,,,,3788.0,0.472,0.478,177.594
Kepler-186 f,Kepler-186,1,5,Transit,2014,1,,,1.438,0.12828977,,,0.346,,3748.0,0.539,,177.594
Kepler-1860 b,Kepler-1860,1,1,Transit,2021,0,12.73719978,,1.13863767,0.10158262,,,,,5420.0,0.868,0.874,438.703
Kepler-1861 b,Kepler-1861,1,1,Transit,2021,0,40.030989,0.24082,2.15,0.19181048,,,31.5,,5857.0,1.316,1.161,829.985
Kepler-1862 b,Kepler-1862,1,1,Transit,2021,0,16.0573291,,,,,,,,5391.0,0.894824,0.94,1232.19
Kepler-1863 b,Kepler-1863,1,1,Transit,2021,0,44.99784967,,,,,,,,5828.35,1.57153,1.05,865.546
Kepler-1864 b,Kepler-1864,1,1,Transit,2021,0,3.881510019,,0.75408365,0.06727495,,,,,5854.0,0.979,1.03,298.894
Kepler-1865 b,Kepler-1865,1,1,Transit,2021,0,2.524017517,0.0344,1.5,0.13382127,,,495.14,1203.0,5420.0,0.871,0.849,922.255
Kepler-1866 b,Kepler-1866,1,1,Transit,2021,0,11.6601366,0.1047,1.68,0.14987982,,,117.68,840.0,6089.0,1.024,1.125,976.737
Kepler-1867 b,Kepler-1867,1,1,Transit,2021,0,9.88736642,,,,,,,,5603.03,1.36632,0.991,680.583
Kepler-1868 b,Kepler-1868,1,1,Transit,2021,0,211.0338741,0.6108,3.69,0.32920032,,,0.48,212.0,4628.0,0.661,0.681,274.18
Kepler-1869 b,Kepler-1869,1,2,Transit,2021,0,8.16734776,,,,,,,,5770.0,0.944588,1.034,113.025
Kepler-1869 c,Kepler-1869,1,2,Transit,2023,0,1.716831717,0.0282,0.73,0.06512635,,,1106.9,,5788.0,0.935,1.014,113.025
Kepler-187 b,Kepler-187,1,2,Transit,2014,0,4.93886507,0.05828,1.804,0.16094238,,,845.0,,5997.0,1.574,1.081,1143.0
Kepler-187 c,Kepler-187,1,2,Transit,2014,0,10.640263,0.099,2.67,0.238,,,,,6105.0,1.287,,1143.0
Kepler-1870 b,Kepler-1870,1,1,Transit,2021,0,3.606941526,0.0452,1.746,0.15576795,,,287.6,,5516.0,0.841,0.945,407.216
Kepler-1871 b,Kepler-1871,1,1,Transit,2021,0,1.952710064,0.0308,1.97,0.17575193,,,917.15,1403.0,5741.0,0.946,1.02,854.623
Kepler-1872 b,Kepler-1872,1,1,Transit,2021,0,3.8259005,,,,,,,,4897.0,0.776212,0.8,840.182
Kepler-1873 b,Kepler-1873,1,1,Transit,2021,0,0.5588406,0.012,1.19,0.10616487,,,,1684.0,5046.0,0.69,0.782,820.957
Kepler-1874 b,Kepler-1874,1,1,Transit,2021,0,56.57320023,,2.21110724,0.19726211,,,,,4701.0,0.775,0.758,408.007
Kepler-1875 b,Kepler-1875,1,1,Transit,2021,0,34.45880592,,,,,,,,6100.0,1.42986,1.15,1660.45
Kepler-1876 b,Kepler-1876,1,1,Transit,2021,0,6.99205021,0.0735,1.06,0.09456703,,,479.87,1194.0,6057.0,1.467,1.081,259.935
Kepler-1877 b,Kepler-1877,1,1,Transit,2021,0,2.37752807,0.03472,0.568,0.05067365,,,691.1,,5575.0,0.98,0.987,285.312
Kepler-1878 b,Kepler-1878,1,1,Transit,2021,0,4.44588291,0.0521,1.96,0.17485979,,,301.2,1062.0,5918.0,0.863,0.953,1494.3
Kepler-1879 b,Kepler-1879,1,1,Transit,2021,0,10.61345435,0.095,1.32,0.11776272,,,139.2,876.0,5934.0,1.064,1.014,627.171
Kepler-188 b,Kepler-188,1,2,Transit,2014,0,2.061897,0.032,1.68,0.15,,,,,6021.0,1.141,,968.544
Kepler-188 c,Kepler-188,1,2,Transit,2014,0,5.996533443,0.0638,2.96,0.26407397,,,260.49,1025.0,5622.0,1.089,0.958,968.544
Kepler-1880 b,Kepler-1880,1,1,Transit,2021,0,6.309219837,,2.11686218,0.18885412,,,,,4380.0,0.53,0.524,611.041
Kepler-1881 b,Kepler-1881,1,1,Transit,2021,0,159.388051,0.557,2.58,0.23017258,,,1.64,289.0,5418.0,0.812,0.911,1057.21
Kepler-1882 b,Kepler-1882,1,1,Transit,2021,0,13.7872576,0.1241,1.74,0.15523267,,,268.59,1032.0,5888.0,1.961,1.341,443.371
Kepler-1883 b,Kepler-1883,1,1,Transit,2021,0,103.427188,0.4436,3.23,0.2881618,,,6.96,414.0,6194.0,1.02,1.086,1377.61
Kepler-1884 b,Kepler-1884,1,1,Transit,2021,0,8.98826122,,,,,,,,6031.0,1.26017,1.12,1443.09
Kepler-1885 b,Kepler-1885,1,1,Transit,2021,0,2.522590567,,,,,,,,5280.0,0.975378,0.91,818.482
Kepler-1886 b,Kepler-1886,1,1,Transit,2021,0,24.2758992,0.16,2.25,0.2007319,,,26.68,580.0,5745.0,0.837,0.928,1059.51
Kepler-1887 b,Kepler-1887,1,1,Transit,2021,0,19.94752664,0.1415,2.88,0.25693683,,,35.66,623.0,5751.0,0.854,0.945,1366.18
Kepler-1888 b,Kepler-1888,1,1,Transit,2021,0,11.39169531,0.0956,1.02,0.09099846,,,145.67,886.0,5557.0,1.249,0.897,402.947
Kepler-1889 b,Kepler-1889,1,1,Transit,2021,0,37.3033197,,,,,,,,6036.0,1.17771,1.12,1395.13
Kepler-189 b,Kepler-189,1,2,Transit,2014,0,10.39986173,0.0862,1.5,0.13382127,,,49.86,678.0,4963.0,0.826,0.789,591.534
Kepler-189 c,Kepler-189,1,2,Transit,2014,0,,,2.743,0.24471407,,,18.811,,5045.0,0.761,,591.534
Kepler-1890 b,Kepler-1890,1,1,Transit,2021,0,4.82052932,0.0588,0.84,0.07493991,,,784.69,1350.0,6483.0,1.31,1.164,529.596
Kepler-1891 b,Kepler-1891,1,1,Transit,2021,0,4.022309329,0.0474,1.31,0.11687057,,,246.75,1011.0,5516.0,0.818,0.878,596.24
Kepler-1892 b,Kepler-1892,1,1,Transit,2021,0,6.3312784,0.0633,1.48,0.13203698,,,107.2,821.0,5376.0,0.758,0.849,851.595
Kepler-1893 b,Kepler-1893,1,1,Transit,2021,0,4.17938195,0.0497,1.6,0.14274268,,,486.31,1198.0,5632.0,1.155,0.934,1050.72
Kepler-1894 b,Kepler-1894,1,2,Transit,2021,0,2.76263462,0.0385,1.26,0.11240986,,,544.05,1232.0,5772.0,0.901,0.999,935.191
Kepler-1894 c,Kepler-1894,1,2,Transit,2023,0,5.05366499,0.0576,1.23,0.10973344,,,243.06,1007.0,5772.0,0.901,0.999,935.191
Kepler-1895 b,Kepler-1895,1,1,Transit,2021,0,6.070332,0.06,1.53,0.13649769,,,,743.0,5004.0,0.68,0.772,984.187
Kepler-1896 b,Kepler-1896,1,1,Transit,2021,0,44.87020111,,3.09935997,0.27650685,,,,,6122.0,0.996,1.07,1732.91
Kepler-1897 b,Kepler-1897,1,1,Transit,2021,0,24.22047026,,,,,,,,4962.0,0.863787,0.82,983.174
Kepler-1898 b,Kepler-1898,1,1,Transit,2021,0,4.76559135,0.05063,0.708,0.06316364,,,204.6,,5321.0,0.854,0.761,360.921
Kepler-1899 b,Kepler-1899,1,1,Transit,2021,0,4.09577947,0.0457,1.76,0.15701695,,,124.3,852.0,4791.0,0.742,0.759,711.509
Kepler-19 b,Kepler-19,1,3,Transit,2011,0,9.286968825,0.0833,2.13,0.1900262,,,80.48,764.0,5543.0,0.813,0.891,218.562
Kepler-19 c,Kepler-19,1,3,Transit Timing Variations,2011,0,28.731,,,,13.1,0.041217,,,5544.0,0.859,0.936,218.562
Kepler-19 d,Kepler-19,1,3,Radial Velocity,2017,0,62.95,,,,22.5,0.07079256,,,5544.0,0.859,0.936,218.562
Kepler-190 b,Kepler-190,1,2,Transit,2014,0,2.0199825946,,,,,,,,5088.0,0.774964,0.85,433.387
Kepler-190 c,Kepler-190,1,2,Transit,2014,0,3.763008,0.044,1.7,0.1516641,,,,939.0,5194.0,0.74,0.802,433.387
Kepler-1900 b,Kepler-1900,1,1,Transit,2021,0,2.98616791,0.042,1.19,0.10616487,,,798.35,1356.0,6173.0,1.041,1.104,1540.43
Kepler-1901 b,Kepler-1901,1,1,Transit,2021,0,3.48412534,0.0459,1.39,0.12400771,,,529.66,1223.0,6018.0,0.975,1.058,1028.37
Kepler-1902 b,Kepler-1902,1,1,Transit,2021,0,3.82222231,0.0389,1.02,0.09099846,,,36.65,628.0,3854.0,0.53,0.534,344.337
Kepler-1903 b,Kepler-1903,1,1,Transit,2021,0,17.0675877,0.1327,1.78,0.15880124,,,85.32,775.0,6363.0,1.012,1.065,1775.44
Kepler-1904 b,Kepler-1904,1,1,Transit,2021,0,4.57699384,0.0436,1.37,0.12222342,,,24.38,567.0,3805.0,0.497,0.526,270.854
Kepler-1905 b,Kepler-1905,1,1,Transit,2021,0,3.42390809,,,,,,,,5609.94,1.02824,0.99,1051.53
Kepler-1906 b,Kepler-1906,1,1,Transit,2021,0,7.362723,0.074,2.0,0.17842836,,,,895.0,5855.0,0.89,0.992,1360.63
Kepler-1907 b,Kepler-1907,1,2,Transit,2021,0,5.65245733,0.0565,1.05,0.09367489,,,127.1,856.0,5159.0,0.8,0.752,292.111
Kepler-1907 c,Kepler-1907,1,2,Transit,2021,0,14.86386959,0.1076,9.05,0.80738831,,,35.04,621.0,5159.0,0.8,0.752,292.111
Kepler-1909 b,Kepler-1909,1,1,Transit,2021,0,2.391609907,,1.09217411,0.09743742,,,,,4935.0,0.685,0.663,763.662
Kepler-191 b,Kepler-191,1,3,Transit,2014,0,9.93962361,0.0844,1.93,0.17218336,,,64.29,722.0,5105.0,0.868,0.81,594.464
Kepler-191 c,Kepler-191,1,3,Transit,2014,0,17.73842886,0.1241,2.47,0.22035902,,,29.74,596.0,5105.0,0.868,0.81,594.464
Kepler-191 d,Kepler-191,1,3,Transit,2016,0,5.945041017,0.0616,2.26,0.20162404,,,113.11,832.0,5275.0,0.787,0.883,594.464
Kepler-1910 b,Kepler-1910,1,1,Transit,2021,0,5.688814,0.052,0.86,0.07672419,,,,599.0,4201.0,0.544,0.572,
Kepler-1911 b,Kepler-1911,1,1,Transit,2021,0,5.99077497,0.067,1.45,0.12936056,,,854.53,1379.0,6237.0,1.683,1.115,269.912
Kepler-1912 b,Kepler-1912,1,1,Transit,2021,0,6.05922662,0.067,1.86,0.16593837,,,525.59,1221.0,5902.0,1.474,1.091,297.017
Kepler-1913 b,Kepler-1913,1,1,Transit,2021,0,14.19593863,0.1191,1.79,0.15969338,,,115.02,835.0,6202.0,1.11,1.113,876.3
Kepler-1914 b,Kepler-1914,1,1,Transit,2021,0,30.82789993,,2.9429803,0.26255557,,,,,5982.0,0.96,1.047,1621.56
Kepler-1915 b,Kepler-1915,1,1,Transit,2021,0,13.8354142,0.1143,3.15,0.28102466,,,101.06,809.0,6031.0,1.056,1.035,1514.66
Kepler-1916 b,Kepler-1916,1,1,Transit,2021,0,31.25429916,,2.61757235,0.23352457,,,,,6246.0,1.092,1.18,2055.82
Kepler-1917 b,Kepler-1917,1,1,Transit,2021,0,12.90235874,,,,,,,,5229.22,0.867011,0.89,909.037
Kepler-1918 b,Kepler-1918,1,1,Transit,2021,0,47.05726492,,,,,,,,5376.0,0.808512,0.93,1030.11
Kepler-1919 b,Kepler-1919,1,1,Transit,2021,0,37.8869482,0.2107,2.33,0.20786903,,,12.46,479.0,5513.0,0.818,0.868,1177.53
Kepler-192 b,Kepler-192,1,3,Transit,2014,0,9.92672514,0.0871,2.2,0.19627119,,,73.61,747.0,5543.0,0.813,0.891,651.674
Kepler-192 c,Kepler-192,1,3,Transit,2014,0,21.22347296,0.1445,2.27,0.20251618,,,26.74,580.0,5543.0,0.813,0.891,651.674
Kepler-192 d,Kepler-192,1,3,Transit,2016,0,6.47027579,0.0686,1.07,0.09545917,,,171.4,,5527.0,0.981,1.028,651.674
Kepler-1920 b,Kepler-1920,1,1,Transit,2021,0,30.2541186,,,,,,,,5873.66,1.08394,1.06,885.913
Kepler-1921 b,Kepler-1921,1,2,Transit,2021,0,20.034708,,,,,,,,6156.49,2.22385,1.17,928.989
Kepler-1921 c,Kepler-1921,1,2,Transit,2023,0,3.15721824,0.04628,1.484,0.13239384,,,2545.8,,6149.0,2.06,1.325,928.989
Kepler-1922 b,Kepler-1922,1,1,Transit,2021,0,13.2226208,0.1077,1.47,0.13114484,,,70.87,740.0,5933.0,0.861,0.95,1344.29
Kepler-1923 b,Kepler-1923,1,1,Transit,2021,0,52.607947,0.2583,1.13,0.10081202,,,8.63,437.0,5751.0,0.767,0.83,990.838
Kepler-1924 b,Kepler-1924,1,1,Transit,2021,0,15.3317018,0.1163,1.2,0.10705701,,,62.23,716.0,6028.0,0.844,0.89,1910.77
Kepler-1925 b,Kepler-1925,1,1,Transit,2021,0,46.7169344,0.2555,1.63,0.14541911,,,15.46,506.0,6003.0,0.932,1.019,1771.31
Kepler-1926 b,Kepler-1926,1,1,Transit,2021,0,42.8774169,0.2197,2.67,0.23820186,,,9.8,451.0,5256.0,0.832,0.768,667.405
Kepler-1927 b,Kepler-1927,1,1,Transit,2021,0,73.7506501,0.3432,1.46,0.1302527,,,9.64,449.0,6085.0,0.962,0.988,1091.0
Kepler-1928 b,Kepler-1928,1,1,Transit,2021,0,19.5777657,0.1366,2.41,0.21500617,,,76.71,755.0,5839.0,1.173,0.887,326.362
Kepler-1929 b,Kepler-1929,1,1,Transit,2021,0,59.3627199,0.30883,2.897,0.25845347,,,37.2,,5721.0,1.921,1.113,508.201
Kepler-193 b,Kepler-193,1,2,Transit,2014,0,11.38839971,,2.63,0.23463288,,,,,6155.0,1.21,1.14,1009.1
Kepler-193 c,Kepler-193,1,2,Transit,2014,0,50.6984448,,3.02,0.26942635,,,,,6155.0,1.21,1.14,1009.1
Kepler-1930 b,Kepler-1930,1,1,Transit,2021,0,13.0267964,,,,,,,,4957.62,0.757501,0.817,275.694
Kepler-1931 b,Kepler-1931,1,1,Transit,2021,0,38.5752965,0.2322,1.96,0.17485979,,,57.46,702.0,6478.0,1.402,1.119,620.091
Kepler-1932 b,Kepler-1932,1,1,Transit,2021,0,0.524175803,,,,,,,,5120.0,0.847538,0.86,713.733
Kepler-1933 b,Kepler-1933,1,1,Transit,2021,0,4.94328533,0.05605,1.049,0.09358567,,,250.5,,5739.0,0.899,0.96,328.007
Kepler-1934 b,Kepler-1934,1,1,Transit,2021,0,1.419749146,0.0253,0.84,0.07493991,,,2267.35,1760.0,6187.0,1.052,1.061,428.514
Kepler-1935 b,Kepler-1935,1,1,Transit,2021,0,3.9513822,0.0463,64.89,5.78910801,,,324.78,1083.0,5570.0,0.899,0.845,904.702
Kepler-1936 b,Kepler-1936,1,1,Transit,2021,0,126.5569992,,3.16615594,0.282466,,,,,6501.0,1.854,1.419,871.096
Kepler-1937 b,Kepler-1937,1,1,Transit,2021,0,9.6886646,0.0941,3.18,0.28370109,,,261.22,1025.0,6450.0,1.222,1.181,905.069
Kepler-1938 b,Kepler-1938,1,1,Transit,2021,0,13.06242496,0.0938,1.43,0.12757627,,,18.25,527.0,4522.0,0.655,0.646,421.152
Kepler-1939 b,Kepler-1939,1,1,Transit,2021,0,2.790643481,0.0334,0.99,0.08832204,,,104.74,816.0,4353.0,0.603,0.648,189.833
Kepler-194 b,Kepler-194,1,3,Transit,2014,0,2.09227115,,,,,,,,5731.0,1.06547,1.02,1097.97
Kepler-194 c,Kepler-194,1,3,Transit,2014,0,17.30797625,,2.92,0.26050495,,,,,5965.0,1.11,1.09,1097.97
Kepler-194 d,Kepler-194,1,3,Transit,2014,0,52.8147284,,2.67,0.23820145,,,,,5965.0,1.11,1.09,1097.97
Kepler-1940 b,Kepler-1940,1,1,Transit,2021,0,4.950610161,,1.54732469,0.1380433,,,,,5431.0,0.717,0.802,798.595
Kepler-1941 b,Kepler-1941,1,1,Transit,2021,0,31.3351094,,,,,,,,6283.0,1.39436,1.23,1494.39
Kepler-1942 b,Kepler-1942,1,1,Transit,2021,0,4.62602867,,,,,,,,5630.0,0.963936,1.0,842.492
Kepler-1943 b,Kepler-1943,1,1,Transit,2021,0,4.85026423,0.0571,0.8,0.07137134,,,344.04,1098.0,6032.0,0.973,1.055,1004.55
Kepler-1944 b,Kepler-1944,1,1,Transit,2021,0,9.84262076,0.0918,2.41,0.21500617,,,97.62,801.0,5585.0,0.972,1.064,1076.48
Kepler-1945 b,Kepler-1945,1,1,Transit,2021,0,6.08003714,0.0597,1.07,0.09545917,,,100.72,808.0,4991.0,0.804,0.767,
Kepler-1946 b,Kepler-1946,1,1,Transit,2021,0,3.035208688,0.0394,3163.54,282.23262085,,,403.53,1143.0,5505.0,0.873,0.887,1002.12
Kepler-1947 b,Kepler-1947,1,1,Transit,2021,0,6.96355103,0.0711,1.44,0.12846842,,,669.78,1297.0,6040.0,1.686,0.984,468.771
Kepler-1948 b,Kepler-1948,1,1,Transit,2021,0,15.5714121,0.1022,0.72,0.06423421,,,5.98,399.0,3872.0,0.557,0.585,193.903
Kepler-1949 b,Kepler-1949,1,1,Transit,2021,0,2.208280087,,2.21964541,0.19802384,,,,,6028.0,1.454,1.194,2617.35
Kepler-195 b,Kepler-195,1,2,Transit,2014,0,8.30784498,0.0769,2.22,0.19805548,,,76.08,753.0,5324.0,0.791,0.884,652.051
Kepler-195 c,Kepler-195,1,2,Transit,2014,0,34.0962295,0.1971,1.76,0.15701695,,,11.58,470.0,5324.0,0.791,0.884,652.051
Kepler-1950 b,Kepler-1950,1,1,Transit,2021,0,10.7770462,0.0871,1.06,0.09456703,,,75.83,753.0,5455.0,0.852,0.759,697.253
Kepler-1951 b,Kepler-1951,1,1,Transit,2021,0,20.6577602,0.1359,0.88,0.07850848,,,35.84,624.0,5497.0,0.9,0.782,1277.32
Kepler-1952 b,Kepler-1952,1,1,Transit,2021,0,27.2111385,0.1724,1.29,0.11508629,,,65.27,725.0,5973.0,1.305,0.922,852.062
Kepler-1953 b,Kepler-1953,1,1,Transit,2021,0,6.245659828,,1.28574667,0.11470683,,,,,4858.0,0.707,0.786,605.631
Kepler-1954 b,Kepler-1954,1,1,Transit,2021,0,5.88346916,0.0625,1.34,0.119547,,,190.54,948.0,5835.0,0.847,0.935,1373.83
Kepler-1955 b,Kepler-1955,1,1,Transit,2021,0,14.26519966,,1.16654878,0.10407269,,,,,5825.0,1.291,1.049,449.351
Kepler-1956 b,Kepler-1956,1,1,Transit,2021,0,5.94375659,0.0563,1.15,0.1025963,,,48.82,674.0,4391.0,0.682,0.671,360.468
Kepler-1957 b,Kepler-1957,1,1,Transit,2021,0,2.18660188,,,,,,,,4709.51,0.752243,0.75,460.899
Kepler-1958 b,Kepler-1958,1,1,Transit,2021,0,9.32867952,,,,,,,,5474.0,1.11067,0.96,1320.38
Kepler-1959 b,Kepler-1959,1,1,Transit,2021,0,6.3867289,0.0617,1.2,0.10705701,,,102.25,811.0,5071.0,0.811,0.768,479.263
Kepler-196 b,Kepler-196,1,3,Transit,2014,0,20.73989406,0.1375,2.11,0.18824192,,,19.47,536.0,5132.0,0.77,0.805,451.312
Kepler-196 c,Kepler-196,1,3,Transit,2014,0,47.42766,0.24199,2.221,0.19814469,,,6.5,,5146.0,0.779,0.839,451.312
Kepler-196 d,Kepler-196,1,3,Transit,2021,0,122.0804953,0.4484,2.92,0.2605054,,,1.83,297.0,5132.0,0.77,0.805,451.312
Kepler-1960 b,Kepler-1960,1,1,Transit,2021,0,2.29794819,0.0354,0.98,0.08742989,,,1352.14,1547.0,6371.0,1.072,1.117,1527.56
Kepler-1961 b,Kepler-1961,1,1,Transit,2021,0,5.60473115,0.0588,1.11,0.09902774,,,132.98,866.0,5401.0,0.777,0.871,1042.45
Kepler-1962 b,Kepler-1962,1,1,Transit,2021,0,7.991459846,,1.21463929,0.10836305,,,,,5700.0,1.006,1.003,866.826
Kepler-1963 b,Kepler-1963,1,1,Transit,2021,0,1.96227924,0.0298,0.83,0.07404777,,,1038.36,1448.0,5726.0,0.979,0.915,492.847
Kepler-1964 b,Kepler-1964,1,1,Transit,2021,0,2.440839436,0.0322,21.29,1.89936985,,,223.8,986.0,4803.0,0.698,0.752,
Kepler-1965 b,Kepler-1965,1,1,Transit,2021,0,41.8673672,0.22971,1.149,0.10250709,,,13.8,,5600.0,0.908,0.922,521.791
Kepler-1966 b,Kepler-1966,1,1,Transit,2021,0,8.61735417,0.0721,0.8,0.07137134,,,46.93,668.0,5013.0,0.657,0.67,484.601
Kepler-1967 b,Kepler-1967,1,1,Transit,2021,0,7.28171395,,,,,,,,4813.0,0.749033,0.779,249.102
Kepler-1968 b,Kepler-1968,1,1,Transit,2021,0,7.28122373,0.0696,1.42,0.12668413,,,72.03,743.0,5009.0,0.787,0.845,750.93
Kepler-1969 b,Kepler-1969,1,1,Transit,2021,0,6.64754478,,,,,,,,5591.0,0.865413,0.99,1204.54
Kepler-197 b,Kepler-197,2,4,Transit,2014,0,5.59934848,,,,,,,,5963.52,1.20944,1.093,330.575
Kepler-197 c,Kepler-197,2,4,Transit,2014,0,10.35,,1.23,0.11,5.3,0.017,,,,1.12,0.92,330.575
Kepler-197 d,Kepler-197,2,4,Transit,2014,0,15.677563,0.119,1.22,0.109,,,,,6004.0,1.12,,330.575
Kepler-197 e,Kepler-197,2,4,Transit,2014,0,25.20971,0.16,1.12,0.09991988,,,,703.0,5877.0,1.18,0.864,330.575
Kepler-1972 b,Kepler-1972,1,2,Transit,2022,0,7.545922037,,,,,,,,5916.0,1.45621,1.077,287.339
Kepler-1972 c,Kepler-1972,1,2,Transit,2022,0,11.3220104,,,,,,,,5916.0,1.45621,1.077,287.339
Kepler-1976 b,Kepler-1976,1,1,Transit Timing Variations,2023,0,4.959319451,0.0587,11.88,1.05986444,,,382.06,1128.0,6117.0,1.025,1.097,1314.51
Kepler-1977 b,Kepler-1977,1,1,Transit,2023,0,4.53702121,,,,,,,,4606.75,0.705982,0.73,592.711
Kepler-1978 b,Kepler-1978,1,1,Transit,2023,0,10.849813,0.09,2.85,0.25426041,,,,651.0,5214.0,0.72,0.824,865.512
Kepler-1979 b,Kepler-1979,1,1,Transit,2023,0,18.5084405,0.1383,5.28,0.47105086,,,51.32,683.0,5942.0,0.938,1.028,1076.27
Kepler-198 b,Kepler-198,1,3,Transit,2014,0,17.78999569,,,,,,,,5569.29,0.94755,0.982,495.358
Kepler-198 c,Kepler-198,1,3,Transit,2014,0,49.5674085,,,,,,,,5569.29,0.94755,0.982,495.358
Kepler-198 d,Kepler-198,1,3,Transit,2016,0,1.31184443,0.0231,1.38,0.12311557,,,1324.48,1539.0,5733.0,0.855,0.947,495.358
Kepler-1980 b,Kepler-1980,1,1,Transit,2023,0,33.0256807,0.1948,1.96,0.17485979,,,19.07,533.0,5853.0,0.83,0.902,1709.4
Kepler-1981 b,Kepler-1981,1,1,Transit,2023,0,453.5429993,,9.4119997,0.83968382,,,,,5874.0,3.006,1.519,659.395
Kepler-1982 b,Kepler-1982,1,1,Transit,2023,0,3.82316376,0.0523,1.04,0.09278275,,,1377.67,1554.0,6597.0,1.491,1.306,558.855
Kepler-1983 b,Kepler-1983,1,1,Transit,2023,0,7.328519821,,1.64300001,0.1465789,,,,,5135.0,0.874,0.812,424.428
Kepler-1984 b,Kepler-1984,1,1,Transit,2023,0,1.992812282,0.0232,0.69,0.06155778,,,45.08,661.0,3608.0,0.4,0.417,
Kepler-1985 b,Kepler-1985,1,1,Transit,2023,0,3.42063861,0.0433,1.81,0.16147766,,,354.65,1107.0,5485.0,0.906,0.923,
Kepler-1986 b,Kepler-1986,1,1,Transit,2023,0,19.5489666,0.1307,1.89,0.1686148,,,26.62,579.0,5549.0,0.732,0.776,912.085
Kepler-1987 b,Kepler-1987,1,4,Transit,2023,0,2.345860004,,1.50999999,0.13471341,,,,,4769.0,0.714,0.799,595.683
Kepler-1987 c,Kepler-1987,1,4,Transit,2023,0,3.64829642,0.0427,1.47,0.13114484,,,132.79,866.0,4750.0,0.729,0.778,595.683
Kepler-1987 d,Kepler-1987,1,4,Transit,2023,0,5.644915227,0.0571,2.95,0.26318183,,,74.26,749.0,4750.0,0.729,0.778,595.683
Kepler-1987 e,Kepler-1987,1,4,Transit,2023,0,8.74294266,,,,,,,,4711.0,0.738369,0.75,595.683
Kepler-1988 b,Kepler-1988,1,1,Transit,2023,0,11.49499722,0.1142,2.59,0.23106472,,,893.54,1394.0,6036.0,3.132,1.502,513.426
Kepler-1989 b,Kepler-1989,1,1,Transit,2023,0,10.161023528,,,,,,,,5953.0,1.29675,1.09,1252.13
Kepler-199 b,Kepler-199,1,2,Transit,2014,0,23.64219092,0.1602,3.87,0.34525887,,,57.39,702.0,5989.0,1.131,0.979,521.054
